x,t,kap,mass,v,q3,mpdot,q2,w,u,downrange,p,y,eps,z,r,q1,q0,q
1.0,0.0,-0.08790726038508635,290.0,-0.6464536426542431,2.596045231474622e-30,3.927247437896195,0.674287911628145,19.999957480404085,1.0,1.4142135623730951,-0.07154228660899839,1.0,-0.06284674565804706,1.0,-0.48318007883358044,-0.03769867055350877,0.7384685587295879,-1.8986533993984172
4.058753768429327,0.15339512852430412,-1.6907627076350826,289.90026009953596,-0.5280506946421933,-0.013516487899190079,0.6501563268345664,0.5608283978701262,18.883224760784152,7.10955472911099,4.201530376425199,-0.07154228977919795,1.0859904931832562,1.7864570089850667,0.9362325612039776,-0.29712659688488624,-0.06079411972101868,0.8255884181124835,-1.752007644805361
14.286325494690848,0.6380976147475794,-3.593748191026567,289.5851227284724,-1.1398975927671082,-0.0003505191176853635,0.6501563268345664,0.2629969323256782,11.574987633607583,18.95405311231164,14.334549897151954,-0.07154213219247753,1.1748296104905667,0.5326534433093386,0.7783012652693172,0.03656162850942667,-0.09365917584955503,0.9620648062738741,-0.8908299499682016
22.396361487538925,0.989410451669728,-4.973033933918276,289.35672853501006,-1.9916614241889412,0.019019853221801598,0.6501563268345664,0.1917303132012162,9.78407120386981,21.940343654995374,22.4271680355685,-0.07154190871695802,1.1750992362812036,-0.37610460955887437,0.5491445513105938,0.04566667188953558,-0.10270341282194458,0.9759005313611689,0.11546067559394572
26.84466210821758,1.142805580194032,0.023726019199310715,288.20645576779145,-2.3875532266393766,0.02226477101308244,7.498523529046862,0.19940810148965502,10.711630456243174,32.09554109964791,26.87044920416406,-0.07154173822559884,1.1769268155616905,-0.00999476281516764,0.6525720585528275,0.03413880507735981,-0.10761062467838681,0.9737354444420676,0.08512207048907289
50.662330894471985,1.6275080664173072,0.014072676429540949,284.5720633713647,-3.5605486644944944,0.028927829215325076,7.498523529046862,0.2103864246557547,13.127553448220025,64.69784169437119,50.67680808430412,-0.07153999285906688,1.2112414921974677,-0.0064926469492368084,4.756811628728169,0.004691001917157346,-0.1238166963398225,0.9693509612517571,0.013737685959716734
77.25197496232275,1.9787615398996246,0.007077106414999889,281.9380561214297,-4.131977335110451,0.0311253658045235,7.498523529046862,0.20956249642728328,14.114664327252244,88.79828694095636,77.26241762654477,-0.07153689133902141,1.2702526989843992,-0.003954738856314242,11.399702725487883,-0.009541478961629856,-0.1360805824614329,0.967805137286871,-0.014912382887230933
91.33928241188043,2.1321566684239284,-0.0047901420038361725,280.78773318561485,-4.316666539397949,0.03182733740639116,7.498400651525314,0.20844101088364284,14.38949815398793,99.42255943724916,91.34863660511552,-0.07153486834477162,1.307248291718519,0.0028461945761894345,15.290499061045717,-0.005905408848020678,-0.14148420250198218,0.9672487167462817,-0.00863461156702124
145.8536885633118,2.616859154647204,-0.002009631858344376,277.15318227690335,-5.251285310099107,0.035033599511424776,7.498400651525314,0.2074809628574708,15.74716205448276,133.20116190747282,145.860844749177,-0.07152506631296686,1.4448402748959157,0.000850411219378829,31.508441137907543,0.0009808651692362594,-0.15831621774241297,0.9647330037591589,0.00416210999567067
194.94003583919397,2.9681719915693527,5.684619429101469e-06,274.51906014600286,-6.129511029856656,0.03773215834450264,7.498400651525314,0.20807748345151486,17.024989519707248,157.91796014254038,194.94631593444996,-0.07151400113083425,1.564775839583959,-0.0005961345130896531,47.04304529300167,0.0014626708906729162,-0.1704030443082927,0.962440702276782,0.0068482343850041335
