x,t,kap,mass,v,q3,mpdot,q2,w,u,downrange,p,y,eps,z,r,q1,q0,q
1.0,0.0,0.11523173526279842,290.0,19.679354157333247,-7.969004901785116e-26,3.928063888167068,0.674287911628145,19.999603012540387,1.0,1.4142135623730951,-0.060077690746214225,1.0,0.3344543375711664,1.0,-5.560865493791925,0.3114311968275827,0.7384685587295879,0.9548098960861402
5.249523939441265,0.172830089512153,9.222117066008227,289.8847807734652,7.862382342722585,-0.3382757654795685,0.666601107562443,0.7238321255009109,19.9999532254242,-9.172882404015938,5.417140070822247,-0.060077649814215386,1.3371256321457279,5.37144634025552,0.2600565175023427,-5.037066505760574,-0.04805958691156876,0.5994400418025946,-0.24177316725486728
16.564159989673648,0.7189437430983486,0.9010960097577384,289.5207350507684,-0.7647825735018917,-0.5317358536400516,0.666601107562443,0.2290625280144347,19.999613369671483,2.549849453722868,16.735435161353497,-0.060077657285429326,2.38817794068232,10.953782441215676,1.0208633646565513,-2.0329348530320632,-0.7637553993183636,0.28542268091305845,-2.0263410168905613
24.828048761993884,1.1147674542952999,-5.129988204680767,289.25689478029153,-4.983401065647339,-0.23529190038980324,0.666601107562443,0.05895614722422991,13.315200227925308,18.950705334422917,25.151686868292263,-0.06007756647223632,4.021858649017826,14.999865116718704,1.8377058452357253,1.419719348943159,-0.9407033538067491,0.2502511380890415,-1.444149137865105
28.830819926823626,1.2875975438074527,-0.7268299213561064,289.14451244788626,-9.33469407499601,-0.09043270471168811,0.6502272627233459,0.11617103369412927,7.532517011788781,21.200281349741168,29.2708309688387,-0.060077455779642075,5.056220718421659,-4.801749470068931,1.714887857977993,0.7654010038282415,-0.952458953780854,0.2667377401930654,-1.410469500290002
42.57912888417677,1.8337111973936484,-2.93487500995833,288.78943015260234,-11.804108846440567,0.2151515641164842,0.6502272627233459,0.06732140456321588,-8.191934439576057,23.1566822410617,43.30349718340384,-0.06007705145825852,7.887372932588383,-0.14911825608603094,0.8851341238363055,-0.1728510646647159,-0.9297096795066835,0.2969227345260308,-0.7448273829212576
53.514374117328344,2.229468023881036,-4.5349978255442895,288.53208608017303,-11.983733499502256,0.2652990762929011,0.6502272627233459,0.03770143308164803,-12.00926152310891,23.752618870476955,54.42058665765051,-0.060076725917594234,9.889995702398803,3.2225435801830247,0.01817392099214672,0.22738591579751885,-0.9193964717917216,0.28839952989015616,0.24633369708973094
59.37315364164609,2.4022981133931887,0.022958841773778955,287.23594405208723,-13.382779486853227,0.2508892375804853,7.498832768323236,0.05509597046610797,-11.54449661459814,35.45530891733437,60.38221951828121,-0.06007650203706713,10.992773107791667,-0.08043914014542619,0.00834633453579689,0.10432834742949847,-0.9252703445308553,0.2790943561405465,0.21904182771931086
89.73745957817589,2.9484117669793846,0.04612551133897039,283.14066433599476,-12.87995918686824,0.21257599595540078,7.498832768323236,0.061626252648079555,-8.973182936548987,73.47233412541212,90.8745277041364,-0.06007398780130711,14.330671090535192,0.0034385593333910837,5.989608809863585,-0.05369059180356869,-0.9397056671167361,0.2611404968787503,0.07331546633525172
123.4106707725952,3.3442354781763357,0.06291673613833387,280.1726313648425,-13.146360138587927,0.2133707134671231,7.498832768323236,0.055689182471100496,-10.884140127363727,100.77953262736509,124.54137145462313,-0.06006948304585878,16.74394049369905,0.06423319809831946,15.472968908881308,0.04972104497712124,-0.9426459299327131,0.2507151439592005,-0.09314421757110129
